wsj_section	wsj_doc	DcOffset	Label1	Label2	DcRaw	PBRole	PBVerb	Offset	INDEX	Conn
16	wsj_1634	8842..8845	Comparison.Concession.Arg2-as-denier		but			8842..8845	PDTB2::wsj_1634::8842..8845::CHANGED	But
16	wsj_1634	8920..8927	Comparison.Concession.Arg2-as-denier		without	ARGM-MNR	rush	8920..8927	PDTB3::wsj_1634::8920..8927::ADDED	without
16	wsj_1634	9025..9027	Contingency.Condition.Arg2-as-cond		by	ARGM-MNR	save	9025..9027	PDTB3::wsj_1634::9025..9027::ADDED	by
16	wsj_1634	9050..9053	Expansion.Conjunction		and			9050..9053	PDTB3::wsj_1634::9050..9053::ADDED	and
16	wsj_1634	9113..9116	Comparison.Concession.Arg2-as-denier		but			9113..9116	PDTB2::wsj_1634::9113..9116::CHANGED	But
16	wsj_1634	9117..9123	Comparison.Concession.Arg1-as-denier		though			9117..9123	PDTB2::wsj_1634::9117..9123::CHANGED	though
16	wsj_1634	9201..9204	Expansion.Conjunction		and			9201..9204	PDTB2::wsj_1634::9201..9204::CHANGED	and
16	wsj_1634	10029..10034	Temporal.Asynchronous.Succession		after			10029..10034	PDTB2::wsj_1634::10029..10034::SAME	after
16	wsj_1634	10060..10065	Comparison.Concession.Arg1-as-denier		while			10060..10065	PDTB2::wsj_1634::10060..10065::CHANGED	While
16	wsj_1634	10276..10279	Expansion.Conjunction		and			10276..10279	PDTB2::wsj_1634::10276..10279::SAME	And
16	wsj_1634	10809..10812	Comparison.Concession.Arg2-as-denier		but			10809..10812	PDTB2::wsj_1634::10809..10812::CHANGED	but
16	wsj_1634	10847..10852	Temporal.Asynchronous.Precedence		until			10847..10852	PDTB2::wsj_1634::10847..10852::SAME	until
16	wsj_1634	11067..11070	Comparison.Concession.Arg2-as-denier		but			11067..11070	PDTB2::wsj_1634::11067..11070::CHANGED	but
16	wsj_1634	11409..11413	Temporal.Asynchronous.Succession	Contingency.Cause.Reason	when			11409..11413	PDTB2::wsj_1634::11409..11413::SAME	when
16	wsj_1634	11568..11571	Expansion.Conjunction		and			11568..11571	PDTB2::wsj_1634::11568..11571::SAME	and
16	wsj_1634	11662..11667	Temporal.Asynchronous.Succession		after			11662..11667	PDTB2::wsj_1634::11662..11667::SAME	after
16	wsj_1634	11699..11702	Comparison.Concession.Arg2-as-denier		but			11699..11702	PDTB2::wsj_1634::11699..11702::CHANGED	But
16	wsj_1634	11806..11809	Expansion.Conjunction		and			11806..11809	PDTB3::wsj_1634::11806..11809::ADDED	and
16	wsj_1634	11875..11893	Temporal.Asynchronous.Precedence		thereafter			11875..11893	PDTB2::wsj_1634::11875..11893::CHANGED	shortly thereafter
16	wsj_1634	11970..11973	Expansion.Conjunction		and			11970..11973	PDTB2::wsj_1634::11970..11973::CHANGED	and
16	wsj_1634	12024..12033	Expansion.Conjunction		meanwhile			12024..12033	PDTB2::wsj_1634::12024..12033::SAME	Meanwhile
16	wsj_1634	12259..12262	Comparison.Concession.Arg2-as-denier		but			12259..12262	PDTB2::wsj_1634::12259..12262::CHANGED	But
16	wsj_1634	12660..12664	Expansion.Conjunction		also			12660..12664	PDTB2::wsj_1634::12660..12664::SAME	also
16	wsj_1634	12825..12828	Expansion.Conjunction		and			12825..12828	PDTB2::wsj_1634::12825..12828::SAME	And
16	wsj_1634	13375..13378	Comparison.Concession.Arg2-as-denier		but			13375..13378	PDTB2::wsj_1634::13375..13378::CHANGED	But
16	wsj_1634	13748..13751	Comparison.Concession.Arg2-as-denier		but			13748..13751	PDTB3::wsj_1634::13748..13751::ADDED	but
16	wsj_1634	13882..13890	Expansion.Conjunction		moreover			13882..13890	PDTB2::wsj_1634::13882..13890::SAME	Moreover
16	wsj_1634	13930..13933	Expansion.Conjunction		and			13930..13933	PDTB2::wsj_1634::13930..13933::CHANGED	and
16	wsj_1634	14092..14095	Expansion.Conjunction		and			14092..14095	PDTB2::wsj_1634::14092..14095::CHANGED	and
16	wsj_1634	14165..14167	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	accommodate	14165..14167	PDTB3::wsj_1634::14165..14167::ADDED	by
16	wsj_1634	14495..14506	Expansion.Instantiation.Arg2-as-instance		for example			14495..14506	PDTB2::wsj_1634::14495..14506::CHANGED	for example
16	wsj_1634	14961..14963	Expansion.Manner.Arg2-as-manner		in	ARGM-ADV	make	14961..14963	PDTB3::wsj_1634::14961..14963::ADDED	in
16	wsj_1634	14989..14995	Temporal.Asynchronous.Precedence		before			14989..14995	PDTB2::wsj_1634::14989..14995::SAME	before
16	wsj_1634	15022..15025	Expansion.Conjunction		and			15022..15025	PDTB2::wsj_1634::15022..15025::SAME	And
16	wsj_1634	15249..15253	Temporal.Asynchronous.Precedence		then			15249..15253	PDTB2::wsj_1634::15249..15253::CHANGED	then
16	wsj_1634	15268..15273	Temporal.Asynchronous.Succession		after			15268..15273	PDTB2::wsj_1634::15268..15273::SAME	after
16	wsj_1634	15425..15427	Contingency.Condition.Arg2-as-cond		if			15425..15427	PDTB2::wsj_1634::15425..15427::SAME	If
16	wsj_1643	359..362	Comparison.Concession.Arg2-as-denier		but			359..362	PDTB2::wsj_1643::359..362::CHANGED	but
16	wsj_1643	434..436	Contingency.Cause.Result		so			434..436	PDTB2::wsj_1643::434..436::SAME	so
16	wsj_1643	467..477	Comparison.Concession.Arg2-as-denier		still			467..477	PDTB2::wsj_1643::467..477::SAME	Even still
16	wsj_1643	506..509	Expansion.Conjunction		and			506..509	PDTB2::wsj_1643::506..509::CHANGED	and
16	wsj_1643	750..753	Expansion.Conjunction		and			750..753	PDTB2::wsj_1643::750..753::SAME	And
16	wsj_1643	814..817	Comparison.Concession.Arg2-as-denier		but			814..817	PDTB2::wsj_1643::814..817::CHANGED	But
16	wsj_1643	1290..1295	Temporal.Synchronous		while			1290..1295	PDTB2::wsj_1643::1290..1295::SAME	while
16	wsj_1643	1802..1805	Expansion.Conjunction		and			1802..1805	PDTB2::wsj_1643::1802..1805::SAME	and
16	wsj_1643	1916..1920	Temporal.Asynchronous.Precedence		then			1916..1920	PDTB2::wsj_1643::1916..1920::SAME	then
16	wsj_1643	1912..1915	Comparison.Concession.Arg2-as-denier		but			1912..1915	PDTB2::wsj_1643::1912..1915::CHANGED	But
16	wsj_1643	1951..1954	Expansion.Conjunction		and			1951..1954	PDTB2::wsj_1643::1951..1954::SAME	And
16	wsj_1643	2014..2021	Contingency.Cause.Reason		because			2014..2021	PDTB2::wsj_1643::2014..2021::SAME	Because
16	wsj_1643	2192..2196	Temporal.Asynchronous.Precedence		then			2192..2196	PDTB2::wsj_1643::2192..2196::SAME	Then
16	wsj_1643	2295..2299	Temporal.Asynchronous.Succession		when			2295..2299	PDTB2::wsj_1643::2295..2299::SAME	When
16	wsj_1643	2472..2476	Temporal.Asynchronous.Precedence		then			2472..2476	PDTB2::wsj_1643::2472..2476::SAME	Then
16	wsj_1643	2530..2533	Expansion.Conjunction		and			2530..2533	PDTB3::wsj_1643::2530..2533::ADDED	and
16	wsj_1643	2644..2647	Comparison.Concession.Arg2-as-denier		but			2644..2647	PDTB2::wsj_1643::2644..2647::CHANGED	But
16	wsj_1643	2684..2686	Contingency.Cause.Result		so			2684..2686	PDTB2::wsj_1643::2684..2686::SAME	so
16	wsj_1643	2801..2807	Temporal.Asynchronous.Precedence		before			2801..2807	PDTB2::wsj_1643::2801..2807::SAME	before
16	wsj_1643	2829..2832	Expansion.Conjunction		and			2829..2832	PDTB3::wsj_1643::2829..2832::ADDED	and
16	wsj_1643	2874..2879	Temporal.Synchronous		while			2874..2879	PDTB2::wsj_1643::2874..2879::SAME	while
16	wsj_1643	2927..2931	Temporal.Asynchronous.Precedence		then			2927..2931	PDTB2::wsj_1643::2927..2931::SAME	then
16	wsj_1643	2923..2926	Expansion.Conjunction		and			2923..2926	PDTB2::wsj_1643::2923..2926::SAME	and
16	wsj_1643	2975..2977	Contingency.Condition.Arg2-as-cond		if			2975..2977	PDTB2::wsj_1643::2975..2977::SAME	If
16	wsj_1643	3376..3379	Comparison.Concession.Arg2-as-denier		but			3376..3379	PDTB2::wsj_1643::3376..3379::CHANGED	But
16	wsj_1643	3528..3531	Comparison.Concession.Arg2-as-denier		but			3528..3531	PDTB2::wsj_1643::3528..3531::CHANGED	but
16	wsj_1643	3553..3556	Expansion.Conjunction		and			3553..3556	PDTB2::wsj_1643::3553..3556::CHANGED	And
16	wsj_1643	3610..3614	Temporal.Asynchronous.Precedence		then			3610..3614	PDTB2::wsj_1643::3610..3614::SAME	Then
16	wsj_1643	3927..3932	Temporal.Synchronous		while			3927..3932	PDTB2::wsj_1643::3927..3932::SAME	while
16	wsj_1643	4185..4191	Temporal.Asynchronous.Precedence		before			4185..4191	PDTB2::wsj_1643::4185..4191::SAME	before
16	wsj_1643	4213..4220	Temporal.Asynchronous.Succession		by then			4213..4220	PDTB2::wsj_1643::4213..4220::CHANGED	by then
16	wsj_1643	4209..4212	Expansion.Conjunction		and			4209..4212	PDTB2::wsj_1643::4209..4212::SAME	And
16	wsj_1643	4418..4421	Comparison.Concession.Arg2-as-denier		but			4418..4421	PDTB2::wsj_1643::4418..4421::CHANGED	But
16	wsj_1643	4579..4586	Temporal.Asynchronous.Succession		by then			4579..4586	PDTB2::wsj_1643::4579..4586::SAME	By then
16	wsj_1643	4748..4751	Expansion.Conjunction		and			4748..4751	PDTB3::wsj_1643::4748..4751::ADDED	and
16	wsj_1643	4779..4786	Expansion.Conjunction		in fact			4779..4786	PDTB2::wsj_1643::4779..4786::SAME	In fact
16	wsj_1643	4909..4912	Expansion.Conjunction		and			4909..4912	PDTB2::wsj_1643::4909..4912::SAME	and
16	wsj_1643	5125..5128	Contingency.Purpose.Arg2-as-goal		and			5125..5128	PDTB3::wsj_1643::5125..5128::ADDED	and
16	wsj_1643	5153..5155	Temporal.Synchronous		as			5153..5155	PDTB2::wsj_1643::5153..5155::SAME	as
16	wsj_1643	5212..5218	Temporal.Asynchronous.Precedence		before			5212..5218	PDTB2::wsj_1643::5212..5218::SAME	before
16	wsj_1649	126..130	Temporal.Synchronous	Contingency.Condition.Arg2-as-cond	when			126..130	PDTB2::wsj_1649::126..130::SAME	When
16	wsj_1649	196..200	Temporal.Synchronous	Contingency.Condition.Arg2-as-cond	when			196..200	PDTB2::wsj_1649::196..200::SAME	when
16	wsj_1649	263..270	Expansion.Substitution.Arg2-as-subst		instead			263..270	PDTB2::wsj_1649::263..270::SAME	instead
16	wsj_1649	328..331	Expansion.Conjunction		and			328..331	PDTB3::wsj_1649::328..331::ADDED	and
16	wsj_1649	565..569	Temporal.Synchronous		when			565..569	PDTB2::wsj_1649::565..569::CHANGED	When
16	wsj_1649	1220..1222	Contingency.Condition.Arg2-as-cond		if			1220..1222	PDTB2::wsj_1649::1220..1222::SAME	If
16	wsj_1649	1316..1318	Temporal.Synchronous		as			1316..1318	PDTB2::wsj_1649::1316..1318::SAME	As
16	wsj_1649	1623..1626	Expansion.Conjunction		and			1623..1626	PDTB3::wsj_1649::1623..1626::ADDED	and
16	wsj_1649	1715..1718	Comparison.Concession.Arg2-as-denier		but			1715..1718	PDTB2::wsj_1649::1715..1718::CHANGED	But
16	wsj_1649	1801..1804	Comparison.Contrast		and			1801..1804	PDTB2::wsj_1649::1801..1804::SAME	and
16	wsj_1649	2112..2115	Expansion.Conjunction		and			2112..2115	PDTB2::wsj_1649::2112..2115::CHANGED	and
16	wsj_1649	2245..2249	Temporal.Synchronous	Contingency.Condition.Arg2-as-cond	when			2245..2249	PDTB2::wsj_1649::2245..2249::SAME	when
16	wsj_1649	2501..2504	Comparison.Concession.Arg2-as-denier		but			2501..2504	PDTB2::wsj_1649::2501..2504::CHANGED	But
16	wsj_1649	2637..2640	Expansion.Conjunction		and			2637..2640	PDTB2::wsj_1649::2637..2640::SAME	and
16	wsj_1673	151..153	Contingency.Cause.Reason	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	fix	151..153	PDTB3::wsj_1673::151..153::ADDED	by
16	wsj_1673	727..730	Expansion.Conjunction		and			727..730	PDTB3::wsj_1673::727..730::ADDED	and
16	wsj_1673	859..861	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	violate	859..861	PDTB3::wsj_1673::859..861::ADDED	by
16	wsj_1673	1311..1318	Contingency.Cause.Reason		because			1311..1318	PDTB2::wsj_1673::1311..1318::SAME	because
16	wsj_1604	252..255	Expansion.Conjunction		and			252..255	PDTB2::wsj_1604::252..255::SAME	and
16	wsj_1604	973..976	Comparison.Concession.Arg2-as-denier		but			973..976	PDTB2::wsj_1604::973..976::CHANGED	but
16	wsj_1697	470..474	Expansion.Conjunction		also			470..474	PDTB2::wsj_1697::470..474::SAME	also
16	wsj_1636	9..11	Contingency.Condition.Arg2-as-cond		if			9..11	PDTB2::wsj_1636::9..11::SAME	IF
16	wsj_1636	631..642	Expansion.Instantiation.Arg2-as-instance		for example			631..642	PDTB2::wsj_1636::631..642::CHANGED	For example
16	wsj_1636	739..742	Comparison.Concession.Arg2-as-denier		but			739..742	PDTB2::wsj_1636::739..742::CHANGED	But
16	wsj_1636	818..827	Comparison.Similarity		similarly			818..827	PDTB2::wsj_1636::818..827::CHANGED	Similarly
16	wsj_1636	890..893	Expansion.Conjunction		and			890..893	PDTB2::wsj_1636::890..893::CHANGED	and
16	wsj_1636	919..922	Comparison.Concession.Arg2-as-denier		but			919..922	PDTB2::wsj_1636::919..922::CHANGED	But
16	wsj_1636	1063..1067	Expansion.Conjunction		also			1063..1067	PDTB2::wsj_1636::1063..1067::SAME	also
16	wsj_1636	1419..1425	Comparison.Concession.Arg2-as-denier		though			1419..1425	PDTB2::wsj_1636::1419..1425::CHANGED	though
16	wsj_1636	1628..1631	Expansion.Conjunction		and			1628..1631	PDTB2::wsj_1636::1628..1631::SAME	and
16	wsj_1636	1757..1760	Comparison.Concession.Arg2-as-denier		but			1757..1760	PDTB2::wsj_1636::1757..1760::CHANGED	but
16	wsj_1636	1841..1852	Expansion.Instantiation.Arg2-as-instance		for example			1841..1852	PDTB2::wsj_1636::1841..1852::CHANGED	For example
16	wsj_1636	2517..2528	Comparison.Contrast		by contrast			2517..2528	PDTB2::wsj_1636::2517..2528::SAME	By contrast
16	wsj_1636	2580..2585	Contingency.Cause.Reason		since			2580..2585	PDTB2::wsj_1636::2580..2585::SAME	Since
16	wsj_1636	2605..2609	Temporal.Synchronous		when			2605..2609	PDTB2::wsj_1636::2605..2609::SAME	when
16	wsj_1636	2706..2717	Comparison.Concession.Arg1-as-denier		even though			2706..2717	PDTB2::wsj_1636::2706..2717::SAME	Even though
16	wsj_1636	3221..3223	Expansion.Disjunction		or			3221..3223	PDTB3::wsj_1636::3221..3223::ADDED	or
16	wsj_1636	3236..3247	Contingency.Condition.Arg2-as-cond		if and when			3236..3247	PDTB2::wsj_1636::3236..3247::SAME	if and when
16	wsj_1636	3392..3395	Expansion.Conjunction		and			3392..3395	PDTB3::wsj_1636::3392..3395::ADDED	and
16	wsj_1636	3515..3518	Comparison.Concession.Arg2-as-denier		but			3515..3518	PDTB2::wsj_1636::3515..3518::CHANGED	But
16	wsj_1636	3630..3635	Temporal.Synchronous	Comparison.Contrast	while			3630..3635	PDTB2::wsj_1636::3630..3635::CHANGED	while
16	wsj_1636	3736..3739	Expansion.Conjunction		and			3736..3739	PDTB2::wsj_1636::3736..3739::SAME	And
16	wsj_1636	3916..3919	Comparison.Concession.Arg2-as-denier		but			3916..3919	PDTB2::wsj_1636::3916..3919::CHANGED	But
16	wsj_1636	4083..4086	Comparison.Concession.Arg2-as-denier		but			4083..4086	PDTB2::wsj_1636::4083..4086::CHANGED	But
16	wsj_1641	98..100	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	step	98..100	PDTB3::wsj_1641::98..100::ADDED	by
16	wsj_1641	320..322	Contingency.Condition.Arg2-as-cond		if			320..322	PDTB2::wsj_1641::320..322::SAME	if
16	wsj_1641	512..515	Expansion.Conjunction		and			512..515	PDTB2::wsj_1641::512..515::SAME	and
16	wsj_1641	858..860	Contingency.Condition.Arg2-as-cond		if			858..860	PDTB2::wsj_1641::858..860::SAME	if
16	wsj_1641	1260..1263	Expansion.Conjunction		and			1260..1263	PDTB2::wsj_1641::1260..1263::SAME	and
16	wsj_1641	1401..1406	Comparison.Contrast		still			1401..1406	PDTB2::wsj_1641::1401..1406::SAME	still
16	wsj_1641	1440..1445	Comparison.Concession.Arg1-as-denier		while			1440..1445	PDTB2::wsj_1641::1440..1445::CHANGED	While
16	wsj_1684	157..165	Contingency.Cause.Reason		now that			157..165	PDTB2::wsj_1684::157..165::SAME	Now that
16	wsj_1684	504..507	Expansion.Conjunction		and			504..507	PDTB2::wsj_1684::504..507::SAME	And
16	wsj_1684	1191..1194	Expansion.Conjunction		and			1191..1194	PDTB2::wsj_1684::1191..1194::SAME	and
16	wsj_1684	1764..1767	Comparison.Concession.Arg2-as-denier		but			1764..1767	PDTB2::wsj_1684::1764..1767::CHANGED	But
16	wsj_1684	1901..1903	Contingency.Condition.Arg2-as-cond		if			1901..1903	PDTB2::wsj_1684::1901..1903::SAME	If
16	wsj_1684	2121..2126	Temporal.Asynchronous.Precedence		until			2121..2126	PDTB2::wsj_1684::2121..2126::SAME	until
16	wsj_1684	2148..2151	Expansion.Conjunction		and			2148..2151	PDTB2::wsj_1684::2148..2151::CHANGED	and
16	wsj_1684	2197..2200	Expansion.Conjunction		and			2197..2200	PDTB2::wsj_1684::2197..2200::SAME	and
16	wsj_1684	2258..2261	Comparison.Concession.Arg2-as-denier		but			2258..2261	PDTB2::wsj_1684::2258..2261::CHANGED	But
16	wsj_1684	2403..2406	Expansion.Conjunction		and			2403..2406	PDTB3::wsj_1684::2403..2406::ADDED	and
16	wsj_1660	558..561	Expansion.Conjunction		and			558..561	PDTB3::wsj_1660::558..561::ADDED	and
16	wsj_1660	1009..1012	Comparison.Concession.Arg2-as-denier		but			1009..1012	PDTB3::wsj_1660::1009..1012::ADDED	but
16	wsj_1660	1397..1402	Comparison.Contrast		while			1397..1402	PDTB2::wsj_1660::1397..1402::SAME	while
16	wsj_1660	1513..1517	Expansion.Conjunction		also			1513..1517	PDTB2::wsj_1660::1513..1517::SAME	also
16	wsj_1660	1554..1556	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	reduce	1554..1556	PDTB3::wsj_1660::1554..1556::ADDED	by
16	wsj_1617	9..14	Temporal.Asynchronous.Succession		after			9..14	PDTB2::wsj_1617::9..14::SAME	After
16	wsj_1617	303..305	Contingency.Cause.Result		so			303..305	PDTB2::wsj_1617::303..305::SAME	so
16	wsj_1617	341..344	Expansion.Conjunction		and			341..344	PDTB2::wsj_1617::341..344::SAME	And
16	wsj_1617	415..419	Temporal.Synchronous		when			415..419	PDTB2::wsj_1617::415..419::SAME	when
16	wsj_1617	1021..1024	Comparison.Concession.Arg2-as-denier		but			1021..1024	PDTB2::wsj_1617::1021..1024::CHANGED	But
16	wsj_1617	1141..1144	Expansion.Conjunction		and			1141..1144	PDTB2::wsj_1617::1141..1144::SAME	and
16	wsj_1617	1184..1186	Expansion.Disjunction		or			1184..1186	PDTB3::wsj_1617::1184..1186::ADDED	or
16	wsj_1617	1663..1665	Temporal.Synchronous		as			1663..1665	PDTB2::wsj_1617::1663..1665::SAME	as
16	wsj_1617	1715..1718	Contingency.Negative-condition.Arg2-as-negCond		till	ARGM-TMP	know	1715..1718	PDTB3::wsj_1617::1715..1718::ADDED	til
16	wsj_1617	2039..2042	Comparison.Contrast		but			2039..2042	PDTB2::wsj_1617::2039..2042::SAME	But
16	wsj_1617	2087..2089	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	deal	2087..2089	PDTB3::wsj_1617::2087..2089::ADDED	by
16	wsj_1617	2114..2116	Temporal.Synchronous		as			2114..2116	PDTB2::wsj_1617::2114..2116::SAME	as
16	wsj_1617	2179..2181	Contingency.Condition.Arg2-as-cond		if			2179..2181	PDTB2::wsj_1617::2179..2181::SAME	if
16	wsj_1617	2231..2233	Contingency.Condition.Arg2-as-cond		if			2231..2233	PDTB2::wsj_1617::2231..2233::SAME	if
16	wsj_1617	2448..2451	Comparison.Concession.Arg2-as-denier		but			2448..2451	PDTB2::wsj_1617::2448..2451::CHANGED	But
16	wsj_1617	2641..2644	Expansion.Conjunction		and			2641..2644	PDTB3::wsj_1617::2641..2644::ADDED	and
16	wsj_1617	2717..2721	Expansion.Conjunction		also			2717..2721	PDTB2::wsj_1617::2717..2721::SAME	also
16	wsj_1617	2779..2784	Contingency.Cause.Reason		since			2779..2784	PDTB2::wsj_1617::2779..2784::SAME	Since
16	wsj_1617	2870..2873	Expansion.Conjunction		and			2870..2873	PDTB3::wsj_1617::2870..2873::ADDED	and
16	wsj_1617	2994..2997	Expansion.Conjunction		and			2994..2997	PDTB3::wsj_1617::2994..2997::ADDED	and
16	wsj_1617	3166..3168	Expansion.Disjunction		or			3166..3168	PDTB3::wsj_1617::3166..3168::ADDED	or
16	wsj_1617	3187..3192	Temporal.Synchronous		while			3187..3192	PDTB2::wsj_1617::3187..3192::SAME	while
16	wsj_1617	3649..3652	Expansion.Conjunction		and			3649..3652	PDTB3::wsj_1617::3649..3652::ADDED	and
16	wsj_1617	3674..3677	Expansion.Conjunction		and			3674..3677	PDTB2::wsj_1617::3674..3677::SAME	And
16	wsj_1617	3819..3830	Expansion.Instantiation.Arg2-as-instance		for example			3819..3830	PDTB2::wsj_1617::3819..3830::CHANGED	for example
16	wsj_1617	3946..3953	Expansion.Conjunction		besides			3946..3953	PDTB2::wsj_1617::3946..3953::CHANGED	besides
16	wsj_1617	3958..3961	Expansion.Conjunction		and			3958..3961	PDTB3::wsj_1617::3958..3961::ADDED	and
16	wsj_1617	4214..4217	Comparison.Concession.Arg2-as-denier		but			4214..4217	PDTB2::wsj_1617::4214..4217::CHANGED	But
16	wsj_1617	4312..4319	Contingency.Cause.Reason		because			4312..4319	PDTB2::wsj_1617::4312..4319::SAME	because
16	wsj_1617	4386..4389	Expansion.Conjunction		and			4386..4389	PDTB2::wsj_1617::4386..4389::SAME	and
16	wsj_1617	4419..4422	Expansion.Conjunction		and			4419..4422	PDTB2::wsj_1617::4419..4422::SAME	And
16	wsj_1617	4752..4759	Comparison.Concession.Arg1-as-denier		even if			4752..4759	PDTB2::wsj_1617::4752..4759::CHANGED	Even if
16	wsj_1617	5035..5039	Temporal.Asynchronous.Precedence		then			5035..5039	PDTB2::wsj_1617::5035..5039::SAME	then
16	wsj_1617	5031..5034	Expansion.Conjunction		and			5031..5034	PDTB2::wsj_1617::5031..5034::SAME	and
16	wsj_1658	127..137	Expansion.Conjunction		separately			127..137	PDTB2::wsj_1658::127..137::SAME	Separately
16	wsj_1658	225..228	Expansion.Conjunction		and			225..228	PDTB3::wsj_1658::225..228::ADDED	and
16	wsj_1658	430..434	Temporal.Synchronous		when			430..434	PDTB2::wsj_1658::430..434::SAME	when
16	wsj_1658	2060..2064	Expansion.Conjunction		also			2060..2064	PDTB2::wsj_1658::2060..2064::SAME	also
16	wsj_1652	101..103	Temporal.Asynchronous.Succession	Contingency.Cause.Reason	as			101..103	PDTB2::wsj_1652::101..103::SAME	as
16	wsj_1652	405..408	Comparison.Concession.Arg2-as-denier		but			405..408	PDTB2::wsj_1652::405..408::CHANGED	but
16	wsj_1652	1075..1079	Expansion.Conjunction		also			1075..1079	PDTB2::wsj_1652::1075..1079::SAME	also
16	wsj_1652	1089..1096	Contingency.Cause.Reason		because			1089..1096	PDTB2::wsj_1652::1089..1096::SAME	because
16	wsj_1652	1207..1210	Comparison.Contrast		but			1207..1210	PDTB2::wsj_1652::1207..1210::SAME	but
16	wsj_1652	2054..2058	Expansion.Conjunction		also			2054..2058	PDTB2::wsj_1652::2054..2058::SAME	also
16	wsj_1652	2162..2165	Comparison.Contrast		but			2162..2165	PDTB2::wsj_1652::2162..2165::SAME	But
16	wsj_1652	2521..2524	Comparison.Concession.Arg2-as-denier		but			2521..2524	PDTB2::wsj_1652::2521..2524::CHANGED	but
16	wsj_1652	2525..2527	Contingency.Condition.Arg2-as-cond		if			2525..2527	PDTB2::wsj_1652::2525..2527::SAME	if
16	wsj_1628	439..442	Expansion.Conjunction		and			439..442	PDTB2::wsj_1628::439..442::SAME	and
16	wsj_1628	509..512	Comparison.Concession.Arg2-as-denier		but			509..512	PDTB2::wsj_1628::509..512::CHANGED	But
16	wsj_1628	722..731	Temporal.Asynchronous.Precedence		afterward			722..731	PDTB2::wsj_1628::722..731::SAME	Afterward
16	wsj_1628	778..781	Expansion.Conjunction		and			778..781	PDTB3::wsj_1628::778..781::ADDED	and
16	wsj_1628	826..828	Comparison.Concession.Arg1-as-denier		as	ARGM-ADV	offer	826..828	PDTB3::wsj_1628::826..828::ADDED	as
16	wsj_1628	1136..1141	Comparison.Contrast		still			1136..1141	PDTB2::wsj_1628::1136..1141::SAME	Still
16	wsj_1628	1357..1367	Expansion.Conjunction		ultimately			1357..1367	PDTB2::wsj_1628::1357..1367::SAME	ultimately
16	wsj_1628	1348..1351	Expansion.Conjunction		and			1348..1351	PDTB2::wsj_1628::1348..1351::SAME	and
16	wsj_1628	1474..1477	Comparison.Concession.Arg2-as-denier		but			1474..1477	PDTB2::wsj_1628::1474..1477::CHANGED	But
16	wsj_1628	1838..1842	Temporal.Synchronous	Contingency.Cause.Reason	when	ARGM-TMP	come	1838..1842	PDTB3::wsj_1628::1838..1842::ADDED	when
16	wsj_1628	2559..2561	Expansion.Disjunction		or			2559..2561	PDTB3::wsj_1628::2559..2561::ADDED	or
16	wsj_1628	2667..2670	Expansion.Conjunction		and			2667..2670	PDTB2::wsj_1628::2667..2670::SAME	and
16	wsj_1628	2789..2793	Temporal.Synchronous		when			2789..2793	PDTB2::wsj_1628::2789..2793::SAME	when
16	wsj_1628	3128..3133	Temporal.Asynchronous.Precedence		until			3128..3133	PDTB2::wsj_1628::3128..3133::SAME	until
16	wsj_1628	3236..3253	Expansion.Disjunction		as an alternative			3236..3253	PDTB2::wsj_1628::3236..3253::CHANGED	As an alternative
16	wsj_1628	3580..3584	Expansion.Conjunction		also			3580..3584	PDTB2::wsj_1628::3580..3584::SAME	also
16	wsj_1628	3984..3987	Comparison.Concession.Arg2-as-denier		but			3984..3987	PDTB3::wsj_1628::3984..3987::ADDED	but
16	wsj_1655	568..574;618..620	Expansion.Disjunction		either or			568..620	PDTB3::wsj_1655::568..620::ADDED	either###or
16	wsj_1655	632..636	Temporal.Synchronous		when			632..636	PDTB2::wsj_1655::632..636::SAME	when
16	wsj_1655	755..759	Temporal.Synchronous		when			755..759	PDTB2::wsj_1655::755..759::SAME	when
16	wsj_1655	900..905	Comparison.Contrast		still			900..905	PDTB2::wsj_1655::900..905::SAME	Still
16	wsj_1655	1042..1045	Expansion.Conjunction		and			1042..1045	PDTB3::wsj_1655::1042..1045::ADDED	and
16	wsj_1655	1061..1063	Temporal.Synchronous		as			1061..1063	PDTB2::wsj_1655::1061..1063::SAME	as
16	wsj_1655	1270..1273	Expansion.Conjunction		and			1270..1273	PDTB3::wsj_1655::1270..1273::ADDED	and
16	wsj_1655	1378..1381	Expansion.Conjunction		and			1378..1381	PDTB3::wsj_1655::1378..1381::ADDED	and
16	wsj_1655	1864..1867	Expansion.Conjunction		and			1864..1867	PDTB3::wsj_1655::1864..1867::ADDED	and
16	wsj_1655	2185..2188	Expansion.Conjunction		and			2185..2188	PDTB3::wsj_1655::2185..2188::ADDED	and
16	wsj_1655	2787..2790	Expansion.Conjunction		and			2787..2790	PDTB2::wsj_1655::2787..2790::SAME	and
16	wsj_1655	2917..2919	Contingency.Condition+SpeechAct		if			2917..2919	PDTB2::wsj_1655::2917..2919::SAME	if
